District Name;District ID;PO Group;Purchase Order Number;PO Start Date;PO Expiry Date;License Type;Total License Count;Redeemed Count;Product Titles;Number of Users Assigned
DeKalb County School District;69709;Active PO;PO106395_DekalbCountySD_PortfolioDeutschNeu_2024;2024-08-14;2025-09-17;User;14622;5;"Portfolio Deutsch Neu, Level 1 - Teacher's Manual; Portfolio Deutsch Neu, Level 1 - Textbook; Portfolio Deutsch Neu, Level 1 - Workbook; Portfolio Deutsch Neu, Level 2 - Teacher’s Manual; Portfolio Deutsch Neu, Level 2 - Textbook; Portfolio Deutsch Neu, Level 2 - Workbook; Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual; Portfolio Deutsch Neu, Level 3/4 - Textbook; Portfolio Deutsch Neu, Level 3/4 - Workbook";41
Douglas USD #27;69084;Active PO;PO#250355_DouglasUSD_Reporteros;;2025-09-04;User;;;;0
Douglas USD #27;69084;Active PO;PO#250355_DouglasUSD_Mapas;;2025-09-04;User;;;;0
Douglas USD #27;69084;Active PO;PO#250355_DouglasUSD_SpanishReaders;;2025-09-04;User;;;;0
Ridgefield Park Sch District;68515;Active PO;PO24-00643_RidgefieldParkHS_Reporteros1_5-year;2024-07-17;2029-09-01;User;1000;2;Reporteros 1;248
Riverside Public School District 96;67113;Active PO;PO20250001_RiversidePublicDistrict#96_Reporteros1;;2025-07-11;User;;;;0
Fremont School District 79;63253;Expired PO;FremontSD79_Pilot_Reporteros1;2023-12-21;2024-04-01;User;40;2;Reporteros 1;27
Cleveland Metro School District;61709;Active PO;Pilot_2024-2025_ClevelandMetroSD_Reporteros1-3;2024-09-24;2025-05-31;User;1354;5;"Reporteros 1; Reporteros 1B; Reporteros 2 ; Reporteros 3";500
Cleveland Metro School District;61709;Active PO;Pilot_2024-2025_ClevelandMetroSD_Spanish_e-Readers;2024-09-27;2025-05-31;User;315;2;"En busca de la verdad; Me despierto y bailo";14
Cleveland Metro School District;61709;Active PO;Pilot_2024-2025_ClevelandMetroSD_Mapas;2025-01-12;2025-05-31;User;360;2;Mapas 1;14
Cleveland Metro School District;61709;Expired PO;Cleveland Pilot;2023-09-19;2024-10-22;User;500;2;Mapas 1;28
Snoqualmie Valley School District 410;61172;Expired PO;PO # 3012300043 all PD books;2023-08-31;2024-10-03;User;;;;0
West Covina Unified School District;60958;Active PO;KSO4355000002106839 Reporteros 1/2 Teacher Student;;2026-07-10;User;;;;0
West Covina Unified School District;60958;Active PO;KSO4355000002108740 Reporteros 3-4_Teacher;2024-08-08;2026-07-10;User;20;2;"Reporteros 3; Reporteros 4";8
Alameda Unified School District;76007;Expired PO;AlamedaUSDpilot_AlamedaHS_Reporteros2_Enbusca_;2025-02-07;2025-04-20;User;175;2;"En busca de la verdad; Reporteros 2";171
Alameda Unified School District;76007;Expired PO;AlamedaUSDpilot_AlamedaHS_Reporteros3_24hrsCDMX;2025-02-07;2025-04-20;User;110;2;"24 horas en Ciudad de México; Reporteros 3";102
Alameda Unified School District;76007;Expired PO;AlamedaUSDpilot_AlamedaHS_Reporteros4;2025-02-07;2025-04-20;User;60;2;Reporteros 4;54
Alameda Unified School District;76007;Expired PO;AlamedaUSDpilot_AlamedaHS_Reportersfranc1;2025-02-07;2025-04-20;User;45;2;Reporters francophones 1;37
Alameda Unified School District;76007;Expired PO;AlamedaUSDpilot_AlamedaHS_Reportersfranc2;2025-02-07;2025-04-20;User;50;2;Reporters francophones 2;46
Alameda Unified School District;76007;Expired PO;AlamedaUSDpilot_AlamedaHS_Reportersfranc3;2025-02-07;2025-04-20;User;60;2;Reporters francophones 3;54
Alameda Unified School District;76007;Expired PO;AlamedaUSDpilot_EncinalJrSr_Reporteros1_Todopara;2025-02-07;2025-04-20;User;105;2;"Reporteros 1; Todo para todos";97
Alameda Unified School District;76007;Expired PO;AlamedaUSDpilot_EncinalJrSr_Reportersfranc1;2025-02-07;2025-04-20;User;70;2;Reporters francophones 1;4
Alameda Unified School District;76007;Expired PO;AlamedaUSDpilot_EncinalJrSr_Reportersfranc2;2025-02-07;2025-04-20;User;55;2;Reporters francophones 2;49
Alameda Unified School District;76007;Expired PO;AlamedaUSDpilot_LincolnMS_Reporteros1_Todoparatodo;2025-02-07;2025-04-20;User;105;2;"Reporteros 1; Todo para todos";97
Nogales Unified School Dist 1;73151;Active PO;PO 24251036_Reporteros1-2_Ungolfantastico_all;2024-10-24;2029-08-10;User;1110;2;"Reporteros 1; Reporteros 2 ; Un gol fantástico";69
Greenfield Union School District;72239;Active PO;PO 250820_OllivierMiddleSchool_Reporteros1_all;2024-09-24;2025-10-28;User;230;2;Reporteros 1;1
Greenfield Union School District;72239;Active PO;PO250841_GreenfieldMiddleSchool_Reporteros1teacher;2024-09-24;2027-09-28;User;5;2;Reporteros 1;3
Greenfield Union School District;72239;Active PO;PO 250842_McKeeMiddleSchool_Reporteros1_teacher;2024-09-24;2027-09-28;User;5;2;Reporteros 1;3
Grand Ledge Public School Dist;71347;Active PO;PO#20250037_GrandLedge_ReportersFrancophones1-3;;2025-10-03;User;;;;0
Lake Orion Community School District;71063;Expired PO;SO-31206_LakeOrion_PDNeu1-2;2024-08-26;2025-03-13;User;230;2;"Portfolio Deutsch Neu, Level 1 - Teacher's Manual; Portfolio Deutsch Neu, Level 1 - Textbook; Portfolio Deutsch Neu, Level 1 - Workbook; Portfolio Deutsch Neu, Level 2 - Teacher’s Manual; Portfolio Deutsch Neu, Level 2 - Textbook; Portfolio Deutsch Neu, Level 2 - Workbook";15
Lake Orion Community School District;71063;Expired PO;SO-31206_LakeOrion_Reporteros1-3;2024-09-05;2025-03-23;User;1310;5;"Reporteros 1; Reporteros 2 ; Reporteros 3";500
Northshore School District 417;70646;Active PO;NorthshoreSchoolDistrict_pilot_Defifrancophone1;2024-08-16;2025-09-19;User;375;4;Défi francophone 1;142
West Lafayette Community School District;76290;Active PO;WestLafayetteCSD_PILOT_Reporteros4;2025-02-21;2025-05-05;User;33;2;Reporteros 4;28
Jefferson Co School District;69092;Active PO;PO242579_PO242580_Mapas1;2024-08-01;2030-01-21;User;3604;7;Mapas 1;500
Jefferson Co School District;69092;Active PO;PO242579_PO242580_Mapas2;2024-08-01;2030-01-21;User;1710;3;Mapas 2;280
Jefferson Co School District;69092;Active PO;PO242579_PO242580_Mapas3;2024-08-01;2030-01-21;User;590;3;Mapas 3;116
Jefferson Co School District;69092;Active PO;PO242579_PO242580_ReportersFrancophones1;2024-08-01;2030-01-21;User;354;3;Reporters francophones 1;95
Jefferson Co School District;69092;Active PO;PO242579_PO242580_ReportersFrancophones2;2024-08-01;2030-01-21;User;327;3;Reporters francophones 2;138
Jefferson Co School District;69092;Active PO;PO242579_PO242580_ReportersFrancophones3;2024-08-01;2030-01-21;User;117;2;Reporters francophones 3;28
Jefferson Co School District;69092;Active PO;PO251117_Reporteros1;2024-10-18;2028-01-30;User;11;5;Reporteros 1;11
